罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,現金被害の有無
窃盗,車上ねらい,長田,水笠,281069,兵庫県,神戸市長田区,松野通１丁目,20240809,22,道路上,その他,施錠せず,なし
窃盗,車上ねらい,長田,久保,281069,兵庫県,神戸市長田区,腕塚町３丁目,20240301,12,道路上,その他,施錠せず,あり
窃盗,車上ねらい,長田,久保,281069,兵庫県,神戸市長田区,腕塚町７丁目,20240304,0,道路上,その他,施錠せず,あり
窃盗,車上ねらい,長田,久保,281069,兵庫県,神戸市長田区,南駒栄町,20240425,18,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,須磨,板宿,281077,兵庫県,神戸市須磨区,菊池町２丁目,20240504,19,道路上,その他,施錠せず,なし
窃盗,車上ねらい,須磨,板宿,281077,兵庫県,神戸市須磨区,大黒町３丁目,20240809,11,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,須磨,板宿,281077,兵庫県,神戸市須磨区,平田町２丁目,20240325,14,道路上,その他,施錠した,あり
窃盗,車上ねらい,須磨,千歳,281077,兵庫県,神戸市須磨区,大田町５丁目,20240912,12,４階建て以上共同住宅,その他,施錠せず,あり
窃盗,車上ねらい,須磨,千歳,281077,兵庫県,神戸市須磨区,千歳町２丁目,20240319,4,その他,その他,施錠せず,あり
窃盗,車上ねらい,須磨,千歳,281077,兵庫県,神戸市須磨区,東町１丁目,20240407,8,道路上,その他,施錠せず,あり
窃盗,車上ねらい,須磨,若木,281077,兵庫県,神戸市須磨区,月見山町３丁目,20240901,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,須磨,若木,281077,兵庫県,神戸市須磨区,離宮前町１丁目,20240901,21,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,須磨,若木,281077,兵庫県,神戸市須磨区,離宮前町２丁目,20240831,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,須磨,若木,281077,兵庫県,神戸市須磨区,離宮前町２丁目,20240901,16,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,須磨,東須磨,281077,兵庫県,神戸市須磨区,行幸町３丁目,20241218,15,その他,その他,施錠せず,なし
窃盗,車上ねらい,須磨,須磨寺,281077,兵庫県,神戸市須磨区,千守町１丁目,20240427,21,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,須磨,須磨駅前,281077,兵庫県,神戸市須磨区,須磨浦通１丁目,20240517,19,その他,その他,施錠せず,あり
窃盗,車上ねらい,須磨,須磨駅前,281077,兵庫県,神戸市須磨区,須磨浦通４丁目,20241209,5,道路上,その他,施錠した,なし
窃盗,車上ねらい,須磨,妙法寺,281077,兵庫県,神戸市須磨区,車字西ノ鼻,20241101,13,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,須磨,多井畑,281077,兵庫県,神戸市須磨区,多井畑,20241106,21,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,須磨,白川台,281077,兵庫県,神戸市須磨区,白川台３丁目,20240715,8,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,神の谷６丁目,20240629,18,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,中落合１丁目,20240530,15,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,中落合１丁目,20240526,16,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,中落合２丁目,20240525,10,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,中落合２丁目,20240829,20,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,垂水,青山台,281085,兵庫県,神戸市垂水区,塩屋町１丁目,20240212,4,その他,その他,施錠せず,なし
窃盗,車上ねらい,垂水,塩屋,281085,兵庫県,神戸市垂水区,青山台６丁目,20240321,18,道路上,その他,施錠した,あり
窃盗,車上ねらい,垂水,塩屋,281085,兵庫県,神戸市垂水区,塩屋町４丁目,20241024,21,道路上,その他,施錠せず,あり
窃盗,車上ねらい,垂水,塩屋,281085,兵庫県,神戸市垂水区,塩屋町５丁目,20240328,22,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,垂水,塩屋,281085,兵庫県,神戸市垂水区,塩屋町８丁目,20241224,1,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,垂水,塩屋,281085,兵庫県,神戸市垂水区,山手５丁目,20241206,14,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,垂水,平尾,281085,兵庫県,神戸市垂水区,城が山１丁目,20240331,17,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,垂水,平尾,281085,兵庫県,神戸市垂水区,城が山５丁目,20240305,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,平尾,281085,兵庫県,神戸市垂水区,東垂水３丁目,20240304,18,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,名谷,281085,兵庫県,神戸市垂水区,学が丘５丁目,20241012,15,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町,20240229,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町,20240406,23,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町字向井畑,20240428,18,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,垂水,名谷,281085,兵庫県,神戸市垂水区,小束山本町１丁目,20240901,13,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,垂水,名谷,281085,兵庫県,神戸市垂水区,小束山手２丁目,20240805,22,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,日向１丁目,20241016,8,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,星が丘３丁目,20241016,12,道路上,その他,施錠せず,あり
窃盗,車上ねらい,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,舞子台８丁目,20241216,18,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,垂水,西舞子,281085,兵庫県,神戸市垂水区,舞子陵,20240330,16,その他,その他,施錠した,あり
窃盗,車上ねらい,垂水,多聞,281085,兵庫県,神戸市垂水区,多聞町,20240715,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,垂水,多聞,281085,兵庫県,神戸市垂水区,多聞町,20240906,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,垂水,多聞,281085,兵庫県,神戸市垂水区,舞多聞西５丁目,20240430,23,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,垂水,上高丸,281085,兵庫県,神戸市垂水区,千鳥が丘３丁目,20241005,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台７丁目,20240403,3,道路上,その他,施錠した,あり
窃盗,車上ねらい,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台７丁目,20240901,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,垂水,青山台,281085,兵庫県,神戸市垂水区,下畑町,20240222,16,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,青山台,281085,兵庫県,神戸市垂水区,乙木３丁目,20240503,16,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,新多聞,281085,兵庫県,神戸市垂水区,学が丘１丁目,20241021,22,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,垂水,新多聞,281085,兵庫県,神戸市垂水区,学が丘３丁目,20241021,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,桃山台,281085,兵庫県,神戸市垂水区,下畑町,20240411,18,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,垂水,桃山台,281085,兵庫県,神戸市垂水区,下畑町,20240502,20,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,垂水,桃山台,281085,兵庫県,神戸市垂水区,つつじが丘５丁目,20241021,18,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,桃山台,281085,兵庫県,神戸市垂水区,桃山台５丁目,20240901,15,４階建て以上共同住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島１丁目,20241012,12,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町３丁目,20241206,20,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町５丁目,20241106,14,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島南町２丁目,20240331,7,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,上池,281115,兵庫県,神戸市西区,玉津町　今津,20240401,0,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸西,上池,281115,兵庫県,神戸市西区,玉津町　新方,20240812,11,その他,その他,施錠せず,あり
窃盗,車上ねらい,神戸西,出合,281115,兵庫県,神戸市西区,王塚台４丁目,20240709,17,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,出合,281115,兵庫県,神戸市西区,王塚台６丁目,20230930,10,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神戸西,出合,281115,兵庫県,神戸市西区,平野町　中津,20241119,19,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神戸西,春日台,281115,兵庫県,神戸市西区,春日台２丁目,20240615,9,道路上,その他,施錠せず,あり
窃盗,車上ねらい,神戸西,春日台,281115,兵庫県,神戸市西区,樫野台４丁目,20240416,15,道路上,その他,施錠せず,なし
窃盗,車上ねらい,神戸西,栄,281115,兵庫県,神戸市西区,押部谷町　福住,20240106,21,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,神戸西,栄,281115,兵庫県,神戸市西区,見津が丘３丁目,20241003,7,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,櫨谷,281115,兵庫県,神戸市西区,櫨谷町　長谷,20241008,0,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上１丁目,20240912,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上１丁目,20241119,9,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上４丁目,20240308,19,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和１丁目,20240910,9,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和２丁目,20241112,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園東町６丁目,20241025,8,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町　有瀬,20240212,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町　有瀬,20240105,11,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町　有瀬,20240726,18,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町　有瀬,20240902,15,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町　潤和,20241113,18,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,枝吉,281115,兵庫県,神戸市西区,王塚台１丁目,20240323,12,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神戸西,枝吉,281115,兵庫県,神戸市西区,玉津町　森友,20240209,12,その他,その他,施錠せず,あり
窃盗,車上ねらい,神戸西,枝吉,281115,兵庫県,神戸市西区,森友１丁目,20240912,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,神戸西,枝吉,281115,兵庫県,神戸市西区,森友２丁目,20241103,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町４丁目,20241001,8,道路上,その他,施錠せず,あり
窃盗,車上ねらい,神戸西,,281115,兵庫県,神戸市西区,,20240727,12,道路上,その他,施錠せず,なし
窃盗,車上ねらい,神戸西,玉津,281115,兵庫県,神戸市西区,平野町　芝崎,20240421,20,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神戸西,玉津,281115,兵庫県,神戸市西区,長畑町,20240828,11,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神戸西,玉津,281115,兵庫県,神戸市西区,長畑町,20240828,10,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神戸西,岩岡,281115,兵庫県,神戸市西区,岩岡町　岩岡,20240423,16,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神戸西,高和,281115,兵庫県,神戸市西区,押部谷町　高和,20240416,7,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,有馬,唐櫃,281093,兵庫県,神戸市北区,唐櫃台１丁目,20240310,17,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,有馬,有野,281093,兵庫県,神戸市北区,藤原台北町６丁目,20240924,9,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,有馬,有野,281093,兵庫県,神戸市北区,藤原台北町７丁目,20240921,11,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,有馬,有野,281093,兵庫県,神戸市北区,藤原台中町１丁目,20240119,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,有馬,有野,281093,兵庫県,神戸市北区,有野中町３丁目,20240812,21,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,有馬,道場,281093,兵庫県,神戸市北区,有野町　二郎,20240901,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,有馬,道場,281093,兵庫県,神戸市北区,道場町　日下部,20241117,18,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,有馬,長尾,281093,兵庫県,神戸市北区,上津台１丁目,20240901,10,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,有馬,長尾,281093,兵庫県,神戸市北区,上津台４丁目,20240901,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,有馬,長尾,281093,兵庫県,神戸市北区,上津台８丁目,20240208,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,有馬,大沢,281093,兵庫県,神戸市北区,有野町　有野,20240722,8,道路上,その他,施錠せず,あり
窃盗,車上ねらい,神戸北,鈴蘭台,281093,兵庫県,神戸市北区,山田町　小部,20240122,16,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸北,谷上駅前,281093,兵庫県,神戸市北区,谷上東町,20240524,19,その他の住宅（３階建て以下共同住宅等）,その他,施錠せず,あり
窃盗,車上ねらい,神戸北,谷上駅前,281093,兵庫県,神戸市北区,谷上東町,20241220,10,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸北,谷上駅前,281093,兵庫県,神戸市北区,谷上東町,20241220,18,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸北,五葉,281093,兵庫県,神戸市北区,北五葉１丁目,20240128,11,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸北,五葉,281093,兵庫県,神戸市北区,南五葉１丁目,20240605,10,４階建て以上共同住宅,その他,施錠した,なし
窃盗,車上ねらい,神戸北,山の街,281093,兵庫県,神戸市北区,緑町４丁目,20240910,18,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神戸北,山の街,281093,兵庫県,神戸市北区,緑町８丁目,20241202,10,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神戸北,山の街,281093,兵庫県,神戸市北区,緑町８丁目,20241216,20,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,芦屋,業平橋,282065,兵庫県,芦屋市,茶屋之町,20240927,21,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,業平橋,282065,兵庫県,芦屋市,茶屋之町,20240927,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,業平橋,282065,兵庫県,芦屋市,津知町,20240823,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,宮川,282065,兵庫県,芦屋市,楠町,20240724,14,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,宮川,282065,兵庫県,芦屋市,春日町,20240904,20,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,岩園,282065,兵庫県,芦屋市,朝日ケ丘町,20240826,23,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,岩園,282065,兵庫県,芦屋市,岩園町,20240616,20,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,芦屋,岩園,282065,兵庫県,芦屋市,岩園町,20241015,22,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,山芦屋,282065,兵庫県,芦屋市,月若町,20240509,17,道路上,その他,施錠せず,あり
窃盗,車上ねらい,芦屋,山芦屋,282065,兵庫県,芦屋市,西芦屋町,20240823,20,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,芦屋,山芦屋,282065,兵庫県,芦屋市,西山町,20240822,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,山芦屋,282065,兵庫県,芦屋市,西山町,20240823,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,山芦屋,282065,兵庫県,芦屋市,山手町,20240723,21,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,芦屋,芦屋駅前,282065,兵庫県,芦屋市,大原町,20240209,14,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,芦屋,芦屋駅前,282065,兵庫県,芦屋市,親王塚町,20240905,23,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,芦屋駅前,282065,兵庫県,芦屋市,親王塚町,20241207,12,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,芦屋,芦屋駅前,282065,兵庫県,芦屋市,翠ケ丘町,20240616,21,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,芦屋駅前,282065,兵庫県,芦屋市,翠ケ丘町,20240902,16,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,芦屋駅前,282065,兵庫県,芦屋市,翠ケ丘町,20240901,17,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,芦屋駅前,282065,兵庫県,芦屋市,翠ケ丘町,20240905,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,浜芦屋,282065,兵庫県,芦屋市,竹園町,20241017,23,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,芦屋,浜芦屋,282065,兵庫県,芦屋市,浜芦屋町,20240911,22,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,芦屋,浜芦屋,282065,兵庫県,芦屋市,平田町,20240130,13,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,芦屋,打出,282065,兵庫県,芦屋市,打出町,20240808,6,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,芦屋,高浜,282065,兵庫県,芦屋市,潮見町,20241219,16,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,西宮,札場筋,282049,兵庫県,西宮市,今在家町,20240419,19,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,西宮,札場筋,282049,兵庫県,西宮市,社家町,20240415,11,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,西宮,札場筋,282049,兵庫県,西宮市,田中町,20240415,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,西宮,札場筋,282049,兵庫県,西宮市,与古道町,20240827,17,道路上,その他,施錠せず,なし
窃盗,車上ねらい,西宮,川添,282049,兵庫県,西宮市,大浜町,20240805,22,その他,その他,施錠せず,あり
窃盗,車上ねらい,西宮,市庭,282049,兵庫県,西宮市,弓場町,20240815,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西宮,西宮浜,282049,兵庫県,西宮市,西宮浜３丁目,20240706,21,その他,その他,施錠せず,あり
窃盗,車上ねらい,西宮,夙川駅前,282049,兵庫県,西宮市,大谷町,20240822,7,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西宮,夙川駅前,282049,兵庫県,西宮市,霞町,20240928,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西宮,夙川駅前,282049,兵庫県,西宮市,松園町,20240810,23,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西宮,夙川駅前,282049,兵庫県,西宮市,松園町,20240815,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西宮,越木岩,282049,兵庫県,西宮市,菊谷町,20241009,21,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西宮,越木岩,282049,兵庫県,西宮市,甑岩町,20240813,18,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西宮,越木岩,282049,兵庫県,西宮市,甑岩町,20241009,22,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西宮,越木岩,282049,兵庫県,西宮市,西平町,20241009,23,道路上,その他,施錠した,なし
窃盗,車上ねらい,西宮,越木岩,282049,兵庫県,西宮市,樋之池町,20240717,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,西宮,越木岩,282049,兵庫県,西宮市,毘沙門町,20240727,8,その他,その他,施錠せず,なし
窃盗,車上ねらい,西宮,越木岩,282049,兵庫県,西宮市,松風町,20240719,19,道路上,その他,施錠した,なし
窃盗,車上ねらい,西宮,越木岩,282049,兵庫県,西宮市,美作町,20241004,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西宮,苦楽園,282049,兵庫県,西宮市,柏堂西町,20241202,10,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,西宮,甲陽園,282049,兵庫県,西宮市,神園町,20240928,7,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西宮,寿,282049,兵庫県,西宮市,結善町,20240815,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西宮,寿,282049,兵庫県,西宮市,桜谷町,20240802,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西宮,寿,282049,兵庫県,西宮市,清水町,20240801,17,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,西宮,寿,282049,兵庫県,西宮市,名次町,20240628,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,西宮,青木,282049,兵庫県,西宮市,青木町,20240815,19,４階建て以上共同住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,西宮,青木,282049,兵庫県,西宮市,大社町,20240204,9,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,西宮,青木,282049,兵庫県,西宮市,室川町,20241219,8,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,西宮,芦原,282049,兵庫県,西宮市,中須佐町,20240815,11,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西宮,芦原,282049,兵庫県,西宮市,中前田町,20240731,17,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,西宮,西宮駅前,282049,兵庫県,西宮市,池田町,20241012,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,西宮,西宮駅前,282049,兵庫県,西宮市,津門稲荷町,20240717,17,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,西宮,西宮駅前,282049,兵庫県,西宮市,津門大箇町,20240911,10,道路上,その他,施錠せず,なし
窃盗,車上ねらい,西宮,西宮駅前,282049,兵庫県,西宮市,津門大塚町,20240215,8,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,西宮,西宮駅前,282049,兵庫県,西宮市,津門大塚町,20240626,13,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,西宮,西宮駅前,282049,兵庫県,西宮市,津門大塚町,20241019,17,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西宮,西宮駅前,282049,兵庫県,西宮市,津門大塚町,20241026,14,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,西宮,今津駅前,282049,兵庫県,西宮市,津門宝津町,20240929,17,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,西宮,社前,282049,兵庫県,西宮市,浜松原町,20240124,19,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西宮,西宮中央,282049,兵庫県,西宮市,北口町,20240219,8,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,西宮,北口西,282049,兵庫県,西宮市,大畑町,20240802,21,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西宮,北口西,282049,兵庫県,西宮市,甲風園１丁目,20240815,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,西宮,北口西,282049,兵庫県,西宮市,南昭和町,20240923,3,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,西宮,二見,282049,兵庫県,西宮市,大屋町,20241206,6,４階建て以上共同住宅,その他,施錠せず,あり
窃盗,車上ねらい,西宮,二見,282049,兵庫県,西宮市,中島町,20240815,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,西宮,二見,282049,兵庫県,西宮市,二見町,20241021,10,道路上,その他,施錠せず,あり
