罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,現金以外の主な被害品
窃盗,部品ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町６丁目,2019-03-18,17,駐車（輪）場,その他
窃盗,部品ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,神戸空港,2018-12-26,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,上池,281115,兵庫県,神戸市西区,玉津町新方,2019-02-18,10,４階建て以上共同住宅,その他
窃盗,部品ねらい,神戸西,上池,281115,兵庫県,神戸市西区,玉津町新方,2019-04-24,20,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,出合,281115,兵庫県,神戸市西区,王塚台５丁目,2019-02-09,21,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,出合,281115,兵庫県,神戸市西区,王塚台６丁目,2019-08-26,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,古郷,281115,兵庫県,神戸市西区,上新地３丁目,2019-01-25,18,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,古郷,281115,兵庫県,神戸市西区,竜が岡４丁目,2019-03-11,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,古郷,281115,兵庫県,神戸市西区,竜が岡４丁目,2019-10-31,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,神出,281115,兵庫県,神戸市西区,神出町田井,2019-01-06,14,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,神出,281115,兵庫県,神戸市西区,神出町南,2019-06-28,12,道路上,その他
窃盗,部品ねらい,神戸西,櫨谷,281115,兵庫県,神戸市西区,櫨谷町池谷,2019-11-19,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,伊川谷町潤和,2019-06-13,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,北別府２丁目,2019-07-06,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,北別府４丁目,2019-08-21,18,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,北別府５丁目,2019-06-23,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,北別府５丁目,2019-06-26,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上３丁目,2019-07-06,23,道路上,ナンバープレート
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上４丁目,2019-08-09,22,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,今寺,2019-04-21,22,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府２丁目,2019-10-10,00,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府４丁目,2019-03-30,14,駐車（輪）場,カーナビ
窃盗,部品ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,伊川谷町前開,2019-09-22,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町４丁目,2019-05-08,01,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園東町４丁目,2019-11-04,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園東町５丁目,2018-09-30,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,前開南町２丁目,2019-08-09,01,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2019-03-01,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,枝吉,281115,兵庫県,神戸市西区,王塚台１丁目,2019-07-06,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,枝吉,281115,兵庫県,神戸市西区,王塚台３丁目,2019-09-22,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,枝吉,281115,兵庫県,神戸市西区,持子１丁目,2019-02-14,10,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,枝吉,281115,兵庫県,神戸市西区,森友４丁目,2019-02-05,17,一戸建住宅,カーナビ
窃盗,部品ねらい,神戸西,狩場台,281115,兵庫県,神戸市西区,糀台４丁目,2019-05-20,16,一戸建住宅,その他
窃盗,部品ねらい,神戸西,狩場台,281115,兵庫県,神戸市西区,糀台５丁目,2019-12-06,07,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,竹の台,281115,兵庫県,神戸市西区,竹の台２丁目,2019-07-13,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2018-04-01,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2018-09-01,不明,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2019-04-21,13,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2019-06-16,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2019-06-21,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2019-12-08,14,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,玉津,281115,兵庫県,神戸市西区,玉津町居住,2019-06-24,19,４階建て以上共同住宅,その他
窃盗,部品ねらい,神戸西,玉津,281115,兵庫県,神戸市西区,宮下１丁目,2019-07-06,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,有野,281093,兵庫県,神戸市北区,藤原台北町５丁目,2019-08-25,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,有野,281093,兵庫県,神戸市北区,藤原台北町７丁目,2019-04-16,07,駐車（輪）場,その他
窃盗,部品ねらい,有馬,有野,281093,兵庫県,神戸市北区,有野中町１丁目,2019-12-22,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,有野,281093,兵庫県,神戸市北区,有野中町２丁目,2019-09-29,19,その他,タイヤ・ホイール
窃盗,部品ねらい,有馬,生野,281093,兵庫県,神戸市北区,道場町生野,2019-06-22,07,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,生野,281093,兵庫県,神戸市北区,道場町道場,2019-07-08,06,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,長尾,281093,兵庫県,神戸市北区,長尾町宅原,2018-12-31,18,その他,ナンバープレート
窃盗,部品ねらい,神戸北,鈴蘭台,281093,兵庫県,神戸市北区,鈴蘭台南町５丁目,2018-12-16,14,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸北,北鈴蘭台,281093,兵庫県,神戸市北区,甲栄台３丁目,2019-08-15,12,駐車（輪）場,その他
窃盗,部品ねらい,神戸北,谷上駅前,281093,兵庫県,神戸市北区,花山東町,2019-10-10,18,駐車（輪）場,その他
窃盗,部品ねらい,神戸北,五葉,281093,兵庫県,神戸市北区,鈴蘭台南町６丁目,2018-12-31,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸北,五葉,281093,兵庫県,神戸市北区,南五葉２丁目,2019-02-17,13,駐車（輪）場,その他
窃盗,部品ねらい,神戸北,五葉,281093,兵庫県,神戸市北区,南五葉２丁目,2019-04-09,05,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,芦屋,宮川,282065,兵庫県,芦屋市,打出小槌町,2019-04-17,08,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,宮川,282065,兵庫県,芦屋市,上宮川町,2019-05-04,19,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,岩園,282065,兵庫県,芦屋市,朝日ケ丘町,2019-04-13,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,芦屋,山芦屋,282065,兵庫県,芦屋市,東芦屋町,2019-11-13,22,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,芦屋駅前,282065,兵庫県,芦屋市,船戸町,2019-09-01,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,芦屋,浜芦屋,282065,兵庫県,芦屋市,浜芦屋町,2019-09-29,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,芦屋,打出,282065,兵庫県,芦屋市,若宮町,2019-03-16,16,一戸建住宅,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,高浜町,2019-03-02,23,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,新浜町,2019-03-28,20,駐車（輪）場,カーナビ
窃盗,部品ねらい,芦屋,南芦屋浜,282065,兵庫県,芦屋市,涼風町,2019-04-25,21,一戸建住宅,その他
窃盗,部品ねらい,芦屋,南芦屋浜,282065,兵庫県,芦屋市,陽光町,2019-01-18,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,芦屋,南芦屋浜,282065,兵庫県,芦屋市,陽光町,2019-04-13,18,その他,タイヤ・ホイール
窃盗,部品ねらい,芦屋,南芦屋浜,282065,兵庫県,芦屋市,陽光町,2019-08-17,11,駐車（輪）場,その他
窃盗,部品ねらい,西宮,川添,282049,兵庫県,西宮市,川添町,2019-06-06,20,駐車（輪）場,その他
窃盗,部品ねらい,西宮,市庭,282049,兵庫県,西宮市,田中町,2019-12-30,06,駐車（輪）場,その他
窃盗,部品ねらい,西宮,西宮浜,282049,兵庫県,西宮市,西宮浜４丁目,2019-05-31,18,駐車（輪）場,その他
窃盗,部品ねらい,西宮,夙川駅前,282049,兵庫県,西宮市,大谷町,2018-10-14,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,夙川駅前,282049,兵庫県,西宮市,大谷町,2019-01-06,18,駐車（輪）場,その他
窃盗,部品ねらい,西宮,夙川駅前,282049,兵庫県,西宮市,松生町,2019-07-10,18,一戸建住宅,ナンバープレート
窃盗,部品ねらい,西宮,夙川駅前,282049,兵庫県,西宮市,六軒町,2019-08-31,03,道路上,その他
窃盗,部品ねらい,西宮,甲陽園,282049,兵庫県,西宮市,甲陽園東山町,2019-12-13,12,道路上,その他
窃盗,部品ねらい,西宮,寿,282049,兵庫県,西宮市,千歳町,2019-12-22,16,４階建て以上共同住宅,その他
窃盗,部品ねらい,西宮,寿,282049,兵庫県,西宮市,常磐町,2019-05-01,18,一戸建住宅,ナンバープレート
窃盗,部品ねらい,西宮,寿,282049,兵庫県,西宮市,平松町,2019-05-03,02,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,青木,282049,兵庫県,西宮市,大社町,2019-09-11,12,駐車（輪）場,その他
窃盗,部品ねらい,西宮,青木,282049,兵庫県,西宮市,広田町,2019-06-03,21,駐車（輪）場,その他
窃盗,部品ねらい,西宮,青木,282049,兵庫県,西宮市,室川町,2019-02-21,18,その他,ナンバープレート
窃盗,部品ねらい,西宮,青木,282049,兵庫県,西宮市,室川町,2019-12-19,08,その他,ナンバープレート
窃盗,部品ねらい,西宮,芦原,282049,兵庫県,西宮市,中須佐町,2019-04-25,16,４階建て以上共同住宅,その他
窃盗,部品ねらい,西宮,西宮駅前,282049,兵庫県,西宮市,津門稲荷町,2019-01-28,17,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,西宮,西宮駅前,282049,兵庫県,西宮市,津門大塚町,2019-08-07,18,駐車（輪）場,その他
窃盗,部品ねらい,西宮,西宮駅前,282049,兵庫県,西宮市,津門仁辺町,2019-10-22,20,一戸建住宅,ナンバープレート
窃盗,部品ねらい,西宮,今津駅前,282049,兵庫県,西宮市,今津曙町,2019-03-24,09,駐車（輪）場,その他
窃盗,部品ねらい,西宮,今津駅前,282049,兵庫県,西宮市,今津曙町,2019-06-26,17,駐車（輪）場,その他
窃盗,部品ねらい,西宮,今津駅前,282049,兵庫県,西宮市,今津水波町,2019-11-10,00,一戸建住宅,ナンバープレート
窃盗,部品ねらい,西宮,今津駅前,282049,兵庫県,西宮市,津門大箇町,2019-07-13,22,駐車（輪）場,その他
窃盗,部品ねらい,西宮,今津駅前,282049,兵庫県,西宮市,津門川町,2019-09-13,14,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,今津駅前,282049,兵庫県,西宮市,津門呉羽町,2019-03-25,20,駐車（輪）場,その他
窃盗,部品ねらい,西宮,今津駅前,282049,兵庫県,西宮市,津門宝津町,2019-06-22,18,道路上,ナンバープレート
窃盗,部品ねらい,西宮,今津駅前,282049,兵庫県,西宮市,津門宝津町,2019-11-05,21,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,西宮,社前,282049,兵庫県,西宮市,今津大東町,2019-10-14,15,一戸建住宅,ナンバープレート
窃盗,部品ねらい,西宮,社前,282049,兵庫県,西宮市,今津久寿川町,2019-11-14,11,一戸建住宅,ナンバープレート
窃盗,部品ねらい,西宮,社前,282049,兵庫県,西宮市,津門住江町,2019-10-13,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,西宮中央,282049,兵庫県,西宮市,高木西町,2019-12-07,04,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,西宮中央,282049,兵庫県,西宮市,高木東町,2019-09-20,18,一戸建住宅,ナンバープレート
窃盗,部品ねらい,西宮,西宮中央,282049,兵庫県,西宮市,高畑町,2019-03-12,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,西宮中央,282049,兵庫県,西宮市,高畑町,2019-03-23,12,４階建て以上共同住宅,その他
窃盗,部品ねらい,西宮,西宮中央,282049,兵庫県,西宮市,高畑町,2019-08-01,13,４階建て以上共同住宅,その他
窃盗,部品ねらい,西宮,西宮中央,282049,兵庫県,西宮市,高松町,2019-06-18,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,西宮中央,282049,兵庫県,西宮市,田代町,2019-04-20,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,西宮中央,282049,兵庫県,西宮市,長田町,2019-06-21,18,駐車（輪）場,その他
窃盗,部品ねらい,西宮,西宮中央,282049,兵庫県,西宮市,能登町,2019-12-20,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,北口西,282049,兵庫県,西宮市,甲風園１丁目,2019-05-24,20,道路上,その他
窃盗,部品ねらい,西宮,二見,282049,兵庫県,西宮市,熊野町,2019-08-31,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,二見,282049,兵庫県,西宮市,甲子園口北町,2019-09-22,17,駐車（輪）場,その他
窃盗,部品ねらい,西宮,二見,282049,兵庫県,西宮市,甲子園口北町,2019-10-31,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,二見,282049,兵庫県,西宮市,天道町,2019-07-10,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,二見,282049,兵庫県,西宮市,松山町,2019-04-23,13,駐車（輪）場,その他
窃盗,部品ねらい,西宮,上之町,282049,兵庫県,西宮市,上之町,2019-06-11,16,一戸建住宅,その他
窃盗,部品ねらい,西宮,上之町,282049,兵庫県,西宮市,門前町,2019-02-02,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,上之町,282049,兵庫県,西宮市,門前町,2019-05-09,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,上之町,282049,兵庫県,西宮市,門前町,2019-06-08,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,上之町,282049,兵庫県,西宮市,門前町,2019-12-01,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,門戸,282049,兵庫県,西宮市,北口町,2019-11-14,06,駐車（輪）場,その他
窃盗,部品ねらい,西宮,門戸,282049,兵庫県,西宮市,下大市東町,2019-07-21,21,４階建て以上共同住宅,その他
窃盗,部品ねらい,西宮,門戸,282049,兵庫県,西宮市,門戸岡田町,2019-10-09,13,駐車（輪）場,その他
窃盗,部品ねらい,西宮,門戸,282049,兵庫県,西宮市,門戸荘,2018-12-17,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,門戸,282049,兵庫県,西宮市,門戸荘,2019-12-13,07,駐車（輪）場,その他
窃盗,部品ねらい,西宮,甲東園,282049,兵庫県,西宮市,上甲東園１丁目,2019-05-23,08,４階建て以上共同住宅,その他
窃盗,部品ねらい,西宮,甲東園,282049,兵庫県,西宮市,段上町１丁目,2019-07-02,01,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,甲東園,282049,兵庫県,西宮市,段上町６丁目,2019-08-17,18,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原一番町,2019-06-18,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原一番町,2019-11-29,08,駐車（輪）場,その他
窃盗,部品ねらい,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原十番町,2019-01-29,23,道路上,その他
窃盗,部品ねらい,西宮,上ヶ原,282049,兵庫県,西宮市,段上町６丁目,2019-07-26,15,４階建て以上共同住宅,その他
窃盗,部品ねらい,西宮,名塩,282049,兵庫県,西宮市,東山台１丁目,2019-06-01,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,山口,282049,兵庫県,西宮市,山口町下山口１丁目,2019-09-04,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,山口,282049,兵庫県,西宮市,北六甲台４丁目,2019-06-18,18,一戸建住宅,ナンバープレート
窃盗,部品ねらい,甲子園,本郷,282049,兵庫県,西宮市,池開町,2019-05-29,17,道路上,その他
窃盗,部品ねらい,甲子園,本郷,282049,兵庫県,西宮市,甲子園七番町,2019-04-16,16,その他,ナンバープレート
窃盗,部品ねらい,甲子園,本郷,282049,兵庫県,西宮市,甲子園八番町,2019-06-24,11,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,本郷,282049,兵庫県,西宮市,鳴尾町１丁目,2019-03-18,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,小松,282049,兵庫県,西宮市,学文殿町１丁目,2019-12-12,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,小松,282049,兵庫県,西宮市,甲子園四番町,2019-05-25,23,道路上,ナンバープレート
窃盗,部品ねらい,甲子園,小松,282049,兵庫県,西宮市,小松西町１丁目,2019-06-15,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,小松,282049,兵庫県,西宮市,小松町２丁目,2019-02-21,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,上田,282049,兵庫県,西宮市,上鳴尾町,2019-04-06,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,上田,282049,兵庫県,西宮市,上田東町,2019-06-29,19,その他,その他
窃盗,部品ねらい,甲子園,上田,282049,兵庫県,西宮市,笠屋町,2019-03-02,18,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,上田,282049,兵庫県,西宮市,笠屋町,2019-12-28,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,上田,282049,兵庫県,西宮市,甲子園町,2019-09-01,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,枝川,282049,兵庫県,西宮市,枝川町,2019-04-21,14,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,枝川,282049,兵庫県,西宮市,甲子園九番町,2019-09-27,19,その他,ナンバープレート
窃盗,部品ねらい,甲子園,枝川,282049,兵庫県,西宮市,高須町２丁目,2019-06-02,02,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,中津,282049,兵庫県,西宮市,甲子園洲鳥町,2019-06-13,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,中津,282049,兵庫県,西宮市,甲子園洲鳥町,2019-10-03,18,一戸建住宅,ナンバープレート
窃盗,部品ねらい,甲子園,中津,282049,兵庫県,西宮市,古川町,2019-05-04,19,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,浦風,282049,兵庫県,西宮市,上甲子園２丁目,2019-03-04,14,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,浦風,282049,兵庫県,西宮市,上甲子園３丁目,2019-06-08,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,浦風,282049,兵庫県,西宮市,甲子園六石町,2019-10-03,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,浦風,282049,兵庫県,西宮市,甲子園口３丁目,2019-02-22,20,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,上甲子園,282049,兵庫県,西宮市,上甲子園１丁目,2019-10-25,19,一戸建住宅,ナンバープレート
窃盗,部品ねらい,甲子園,上甲子園,282049,兵庫県,西宮市,上甲子園５丁目,2019-08-22,21,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,上甲子園,282049,兵庫県,西宮市,甲子園口３丁目,2019-01-19,13,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,上甲子園,282049,兵庫県,西宮市,甲子園口３丁目,2019-04-22,07,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,上甲子園,282049,兵庫県,西宮市,甲子園口４丁目,2019-06-27,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,上甲子園,282049,兵庫県,西宮市,戸崎町,2019-08-15,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2019-03-08,09,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2019-05-03,15,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2019-05-31,16,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2019-06-28,20,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2019-06-30,14,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2019-10-15,03,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町２丁目,2019-02-27,21,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町２丁目,2019-05-15,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町２丁目,2019-05-30,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町２丁目,2019-07-20,21,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町２丁目,2019-10-01,09,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町２丁目,2019-10-31,06,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,鳴尾浜１丁目,2019-11-22,16,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町５丁目,2019-05-14,02,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町１丁目,2019-03-19,14,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町１丁目,2019-05-21,16,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎南,西難波,282022,兵庫県,尼崎市,東難波町３丁目,2019-04-17,19,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,昭和通,282022,兵庫県,尼崎市,神田中通６丁目,2019-01-30,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,竹谷,282022,兵庫県,尼崎市,北竹谷町３丁目,2019-03-03,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,出屋敷,282022,兵庫県,尼崎市,神田中通７丁目,2019-02-08,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,中央,282022,兵庫県,尼崎市,開明町２丁目,2019-09-17,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,中央,282022,兵庫県,尼崎市,昭和通４丁目,2019-06-24,22,道路上,その他
窃盗,部品ねらい,尼崎南,中央,282022,兵庫県,尼崎市,西本町３丁目,2019-01-10,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,中央,282022,兵庫県,尼崎市,西本町３丁目,2019-06-18,06,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,中央,282022,兵庫県,尼崎市,西御園町,2019-01-08,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,御茶屋橋,282022,兵庫県,尼崎市,神田北通７丁目,2019-08-21,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,御茶屋橋,282022,兵庫県,尼崎市,東本町３丁目,2019-05-24,16,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,御茶屋橋,282022,兵庫県,尼崎市,南城内,2019-02-15,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,御茶屋橋,282022,兵庫県,尼崎市,南初島町,2019-01-29,19,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,御茶屋橋,282022,兵庫県,尼崎市,南初島町,2019-11-29,16,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,御茶屋橋,282022,兵庫県,尼崎市,築地２丁目,2019-05-07,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,大物,282022,兵庫県,尼崎市,築地４丁目,2019-04-30,14,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,大島,282022,兵庫県,尼崎市,稲葉荘１丁目,2019-10-04,18,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,大島,282022,兵庫県,尼崎市,浜田町４丁目,2019-02-11,09,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,七松,282022,兵庫県,尼崎市,七松町２丁目,2019-06-13,08,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,七松,282022,兵庫県,尼崎市,七松町３丁目,2019-04-21,20,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,七松,282022,兵庫県,尼崎市,七松町３丁目,2019-06-24,14,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,七松,282022,兵庫県,尼崎市,七松町３丁目,2019-08-31,14,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,尼崎南,七松,282022,兵庫県,尼崎市,東七松町１丁目,2019-05-04,04,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,七松,282022,兵庫県,尼崎市,東七松町２丁目,2019-08-03,23,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,七松,282022,兵庫県,尼崎市,東難波町２丁目,2019-01-27,13,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎南,稲葉荘,282022,兵庫県,尼崎市,稲葉元町２丁目,2019-04-15,17,駐車（輪）場,その他
