罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,日向１丁目,2025/4/10,7,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,日向１丁目,2025/4/11,8,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,日向１丁目,2025/6/28,15,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,日向１丁目,2025/9/1,8,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,日向１丁目,2025/10/12,18,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,日向１丁目,2025/10/12,18,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,日向１丁目,2025/11/26,20,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,日向１丁目,2025/12/10,17,その他,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,平磯３丁目,2025/12/14,12,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,星が丘１丁目,2025/2/20,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,山手４丁目,2025/1/15,18,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,垂水,塩屋,281085,兵庫県,神戸市垂水区,塩屋町１丁目,2025/1/13,10,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,垂水,多聞,281085,兵庫県,神戸市垂水区,西脇１丁目,2025/4/3,14,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,垂水,多聞,281085,兵庫県,神戸市垂水区,小束台,2025/4/7,8,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,垂水,多聞,281085,兵庫県,神戸市垂水区,小束台,2025/12/24,17,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,垂水,多聞,281085,兵庫県,神戸市垂水区,舞多聞西３丁目,2025/11/26,8,一戸建住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,垂水,多聞,281085,兵庫県,神戸市垂水区,舞多聞西５丁目,2025/2/26,18,その他,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,垂水,多聞,281085,兵庫県,神戸市垂水区,舞多聞東１丁目,2025/4/28,11,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,垂水,多聞,281085,兵庫県,神戸市垂水区,舞多聞東１丁目,2025/4/28,23,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,垂水,多聞,281085,兵庫県,神戸市垂水区,舞多聞東２丁目,2025/6/7,16,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,垂水,多聞,281085,兵庫県,神戸市垂水区,舞多聞東２丁目,2025/8/22,14,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,垂水,平尾,281085,兵庫県,神戸市垂水区,泉が丘１丁目,2025/11/22,10,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,垂水,平尾,281085,兵庫県,神戸市垂水区,城が山１丁目,2025/11/6,7,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,垂水,平尾,281085,兵庫県,神戸市垂水区,東垂水町,2025/9/26,19,道路上,その他,65-69歳,その他,施錠せず
窃盗,自転車盗,垂水,平尾,281085,兵庫県,神戸市垂水区,王居殿１丁目,2025/6/12,19,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,垂水,平尾,281085,兵庫県,神戸市垂水区,王居殿２丁目,2025/2/24,15,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,垂水,平尾,281085,兵庫県,神戸市垂水区,王居殿２丁目,2025/5/2,17,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠した
窃盗,自転車盗,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞３丁目,2023/8/21,0,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞５丁目,2025/11/18,17,４階建て以上共同住宅,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,垂水,新多聞,281085,兵庫県,神戸市垂水区,学が丘５丁目,2025/11/27,8,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,垂水,明舞,281085,兵庫県,神戸市垂水区,狩口台４丁目,2025/12/9,19,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,垂水,明舞,281085,兵庫県,神戸市垂水区,神陵台１丁目,2025/7/18,18,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,垂水,明舞,281085,兵庫県,神戸市垂水区,神陵台２丁目,2025/12/8,19,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,垂水,明舞,281085,兵庫県,神戸市垂水区,神陵台４丁目,2024/10/1,17,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,垂水,明舞,281085,兵庫県,神戸市垂水区,神陵台４丁目,2024/10/1,17,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,垂水,明舞,281085,兵庫県,神戸市垂水区,神陵台４丁目,2024/10/1,17,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,垂水,明舞,281085,兵庫県,神戸市垂水区,神陵台６丁目,2025/12/11,18,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,垂水,明舞,281085,兵庫県,神戸市垂水区,南多聞台４丁目,2025/10/29,21,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,垂水,明舞,281085,兵庫県,神戸市垂水区,南多聞台７丁目,2025/8/17,20,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,垂水,桃山台,281085,兵庫県,神戸市垂水区,下畑町,2025/2/1,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,垂水,桃山台,281085,兵庫県,神戸市垂水区,桃山台３丁目,2025/6/26,8,その他,その他,50歳代,その他,施錠せず
窃盗,自転車盗,垂水,桃山台,281085,兵庫県,神戸市垂水区,桃山台５丁目,2025/5/24,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,狩口台７丁目,2025/9/19,19,その他,その他,40歳代,その他,施錠せず
窃盗,自転車盗,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,東舞子町,2025/7/25,10,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,東舞子町,2025/12/10,8,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,東舞子町,2025/12/13,8,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,舞子台２丁目,2025/3/24,22,道路上,その他,20歳代,大学生,施錠した
窃盗,自転車盗,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,舞子台６丁目,2025/10/13,15,その他,その他,65-69歳,その他,施錠せず
窃盗,自転車盗,垂水,西舞子,281085,兵庫県,神戸市垂水区,狩口台７丁目,2024/12/3,1,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,垂水,西舞子,281085,兵庫県,神戸市垂水区,清水が丘２丁目,2025/6/21,0,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,垂水,西舞子,281085,兵庫県,神戸市垂水区,西舞子２丁目,2025/4/26,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,垂水,西舞子,281085,兵庫県,神戸市垂水区,西舞子３丁目,2025/8/9,10,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,垂水,西舞子,281085,兵庫県,神戸市垂水区,西舞子７丁目,2025/11/29,16,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台７丁目,2025/8/8,16,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台７丁目,2025/8/31,9,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台７丁目,2025/9/25,18,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台７丁目,2025/11/8,15,その他,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台７丁目,2025/12/17,12,その他,その他,20歳代,その他,施錠せず
窃盗,自転車盗,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台７丁目,2025/12/30,14,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,垂水,青山台,281085,兵庫県,神戸市垂水区,塩屋町３丁目,2025/2/25,18,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,垂水,青山台,281085,兵庫県,神戸市垂水区,塩屋町３丁目,2025/3/21,15,その他,その他,40歳代,その他,施錠せず
窃盗,自転車盗,垂水,青山台,281085,兵庫県,神戸市垂水区,塩屋町４丁目,2025/10/12,23,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,垂水,青山台,281085,兵庫県,神戸市垂水区,塩屋町９丁目,2025/11/26,8,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,垂水,青山台,281085,兵庫県,神戸市垂水区,乙木３丁目,2025/10/12,20,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,垂水,青山台,281085,兵庫県,神戸市垂水区,東垂水,2025/8/29,16,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,垂水,青山台,281085,兵庫県,神戸市垂水区,松風台２丁目,2025/11/8,16,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,垂水,青山台,281085,兵庫県,神戸市垂水区,松風台２丁目,2025/11/21,19,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,垂水,高丸,281085,兵庫県,神戸市垂水区,大町４丁目,2025/12/18,21,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,垂水,高丸,281085,兵庫県,神戸市垂水区,福田１丁目,2024/12/1,7,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,垂水,高丸,281085,兵庫県,神戸市垂水区,福田２丁目,2025/9/30,16,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,垂水,高丸,281085,兵庫県,神戸市垂水区,福田３丁目,2025/4/22,6,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,垂水,高丸,281085,兵庫県,神戸市垂水区,福田４丁目,2025/3/29,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島１丁目,2025/5/23,18,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島１丁目,2025/7/17,11,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島１丁目,2025/7/17,16,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島６丁目,2025/2/4,8,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町,2025/8/18,17,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町３丁目,2025/10/31,17,駐車（輪）場,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町４丁目,2025/1/12,10,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町４丁目,2025/5/13,8,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町５丁目,2025/9/2,22,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町５丁目,2025/9/22,15,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町５丁目,2025/10/9,13,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町６丁目,2025/2/18,13,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町６丁目,2025/4/21,18,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町６丁目,2025/7/17,17,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町６丁目,2025/11/12,16,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,神戸水上,新港,281107,兵庫県,神戸市中央区,小野浜町,2025/1/12,19,その他,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸水上,新港,281107,兵庫県,神戸市中央区,海岸通,2025/6/27,8,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,神戸水上,新港,281107,兵庫県,神戸市中央区,波止場町,2025/3/15,9,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,神戸水上,新港,281107,兵庫県,神戸市中央区,波止場町,2025/4/24,7,道路上,その他,50歳代,その他,施錠した
窃盗,自転車盗,神戸水上,新港,281107,兵庫県,神戸市中央区,波止場町,2025/6/17,17,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,神戸水上,新港,281107,兵庫県,神戸市中央区,波止場町,2025/11/10,15,その他,その他,65-69歳,その他,施錠せず
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町今津,2024/8/5,12,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町今津,2025/3/7,9,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町今津,2025/3/9,15,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町今津,2025/3/24,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町今津,2025/9/19,22,一戸建住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町今津,2025/10/9,17,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町上池,2025/8/31,0,その他,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町上池,2025/11/30,12,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町高津橋,2025/2/1,17,その他,その他,10歳代,高校生,施錠した
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町新方,2025/3/1,9,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町西河原,2025/4/9,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町西河原,2025/4/18,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町西河原,2025/9/28,6,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町西河原,2025/10/17,23,道路上,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,水谷１丁目,2025/1/26,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,水谷１丁目,2025/3/23,17,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,水谷２丁目,2025/4/8,9,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町１丁目,2024/12/13,11,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町１丁目,2025/1/28,8,道路上,その他,10歳代,高校生,施錠した
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町１丁目,2025/2/20,8,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町１丁目,2025/3/14,16,その他,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町１丁目,2025/3/26,16,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町１丁目,2025/6/20,10,道路上,その他,10歳代,大学生,施錠した
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町１丁目,2025/7/23,22,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町１丁目,2025/8/7,9,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町１丁目,2025/9/15,23,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町１丁目,2025/9/30,7,その他,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町１丁目,2025/12/11,9,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町２丁目,2025/5/20,8,その他,その他,10歳代,高校生,施錠した
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町２丁目,2025/12/12,18,その他,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町４丁目,2024/10/20,9,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町４丁目,2025/7/26,17,４階建て以上共同住宅,駐車（輪）場,10歳未満,小学生,施錠せず
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町４丁目,2025/8/30,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2025/2/27,8,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2025/3/5,22,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2025/3/23,20,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2025/7/2,8,その他,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2025/8/1,20,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2025/9/8,8,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2025/9/9,18,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2025/9/19,8,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2025/12/11,18,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町４丁目,2024/11/15,21,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台北町１丁目,2025/7/22,12,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台北町４丁目,2025/1/18,22,一戸建住宅,その他,10歳代,中学生,施錠した
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,伊川谷町有瀬,2025/3/12,17,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,伊川谷町別府,2025/11/1,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,北別府１丁目,2024/12/23,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,北別府４丁目,2021/9/29,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,北別府４丁目,2025/1/5,9,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,北別府４丁目,2025/2/14,11,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠した
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,北別府４丁目,2025/11/2,12,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上１丁目,2025/6/3,17,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上１丁目,2025/7/28,9,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上１丁目,2025/8/12,21,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上２丁目,2025/6/20,21,道路上,その他,70歳以上,その他,施錠した
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上２丁目,2025/7/21,16,その他,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上３丁目,2025/10/26,16,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上４丁目,2025/5/20,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,今寺,2025/10/20,15,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和１丁目,2025/3/12,18,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和１丁目,2025/8/10,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和１丁目,2025/10/12,23,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和１丁目,2025/10/18,16,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和２丁目,2025/4/18,19,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府２丁目,2025/7/31,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府２丁目,2025/8/17,6,一戸建住宅,駐車（輪）場,20歳代,その他,施錠せず
