罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,南あわじ,八木,282243,兵庫県,南あわじ市,八木大久保,2018-07-08,19,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南あわじ,八木,282243,兵庫県,南あわじ市,八木鳥井,2018-08-29,11,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南あわじ,湊,282243,兵庫県,南あわじ市,湊里,2018-03-12,17,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南あわじ,東谷,282243,兵庫県,南あわじ市,福良乙,2018-08-31,05,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小野,小野駅前,282189,兵庫県,小野市,天神町,2018-07-20,09,一戸建住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,三田,三田南,282197,兵庫県,三田市,南が丘２丁目,不明,不明,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,三田,三田駅前,282197,兵庫県,三田市,大原,2017-08-01,12,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,三田,三田駅前,282197,兵庫県,三田市,下田中,2018-09-06,20,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,三田,三田駅前,282197,兵庫県,三田市,三輪２丁目,2018-12-09,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,三田,三田駅前,282197,兵庫県,三田市,駅前町,2018-10-30,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,三田,三田駅前,282197,兵庫県,三田市,中町,2018-02-26,16,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,三田,広野,282197,兵庫県,三田市,下井沢,2017-07-01,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,,281018,兵庫県,神戸市東灘区,御影本町６丁目,2018-10-21,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,深江,281018,兵庫県,神戸市東灘区,深江本町１丁目,2013-09-01,00,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,深江,281018,兵庫県,神戸市東灘区,深江本町３丁目,2018-10-14,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東灘,深江,281018,兵庫県,神戸市東灘区,深江南町１丁目,2018-04-20,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東灘,深江,281018,兵庫県,神戸市東灘区,深江南町３丁目,2018-12-15,20,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,森,281018,兵庫県,神戸市東灘区,深江北町２丁目,2018-01-25,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,森,281018,兵庫県,神戸市東灘区,本山中町３丁目,2018-08-11,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,森,281018,兵庫県,神戸市東灘区,森南町２丁目,2018-02-03,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,岡本,281018,兵庫県,神戸市東灘区,田中町２丁目,2018-11-28,10,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,岡本,281018,兵庫県,神戸市東灘区,西岡本３丁目,2018-02-01,不明,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,岡本,281018,兵庫県,神戸市東灘区,本山北町３丁目,2018-04-23,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,岡本,281018,兵庫県,神戸市東灘区,本山中町４丁目,2018-02-04,04,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,田中,281018,兵庫県,神戸市東灘区,甲南町２丁目,2012-05-01,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,田中,281018,兵庫県,神戸市東灘区,田中町４丁目,2017-10-20,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,青木２丁目,2018-06-18,15,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,青木駅前,281018,兵庫県,神戸市東灘区,青木５丁目,2018-06-04,16,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎北町１丁目,2018-09-07,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎北町５丁目,2018-12-27,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎中町１丁目,2018-09-21,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎中町２丁目,2018-03-30,00,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎南町２丁目,2018-07-17,15,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎南町８丁目,2018-01-27,00,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉宮町３丁目,2017-06-22,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉宮町５丁目,2018-01-10,10,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉宮町６丁目,2018-12-07,12,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,呉田,281018,兵庫県,神戸市東灘区,住吉南町３丁目,2018-12-22,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,呉田,281018,兵庫県,神戸市東灘区,御影本町６丁目,2016-08-01,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,呉田,281018,兵庫県,神戸市東灘区,御影本町６丁目,2018-01-22,13,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,呉田,281018,兵庫県,神戸市東灘区,御影本町６丁目,2018-02-12,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,呉田,281018,兵庫県,神戸市東灘区,御影本町６丁目,2018-02-26,23,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東灘,石屋川,281018,兵庫県,神戸市東灘区,御影石町１丁目,2018-12-16,03,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東灘,石屋川,281018,兵庫県,神戸市東灘区,御影塚町１丁目,2018-08-15,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東灘,石屋川,281018,兵庫県,神戸市東灘区,御影塚町２丁目,2018-01-05,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,石屋川,281018,兵庫県,神戸市東灘区,御影塚町２丁目,2018-07-15,13,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東灘,石屋川,281018,兵庫県,神戸市東灘区,御影塚町２丁目,2018-07-21,16,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,石屋川,281018,兵庫県,神戸市東灘区,御影塚町２丁目,2018-08-17,17,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東灘,石屋川,281018,兵庫県,神戸市東灘区,御影塚町３丁目,2016-11-01,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,沢ノ井,281018,兵庫県,神戸市東灘区,御影中町１丁目,2018-03-11,23,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,沢ノ井,281018,兵庫県,神戸市東灘区,御影中町１丁目,2018-04-03,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,沢ノ井,281018,兵庫県,神戸市東灘区,御影本町３丁目,2018-12-25,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,沢ノ井,281018,兵庫県,神戸市東灘区,,2018-10-01,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,沢ノ井,281018,兵庫県,神戸市東灘区,御影郡家１丁目,2018-10-11,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,阪急御影駅前,281018,兵庫県,神戸市東灘区,,2018-09-01,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,鴨子ヶ原,281018,兵庫県,神戸市東灘区,住吉山手７丁目,2017-03-25,16,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,鴨子ヶ原,281018,兵庫県,神戸市東灘区,住吉山手７丁目,2017-08-10,22,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,鴨子ヶ原,281018,兵庫県,神戸市東灘区,住吉山手７丁目,2018-04-03,13,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,六甲アイランド,281018,兵庫県,神戸市東灘区,向洋町中２丁目,2017-08-01,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東灘,六甲アイランド,281018,兵庫県,神戸市東灘区,向洋町中３丁目,2015-03-01,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,,281026,兵庫県,神戸市灘区,鶴甲３丁目,2017-05-25,03,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,徳井,281026,兵庫県,神戸市灘区,記田町２丁目,2018-01-31,23,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,灘,徳井,281026,兵庫県,神戸市灘区,記田町４丁目,2018-02-02,23,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,徳井,281026,兵庫県,神戸市灘区,徳井町２丁目,2018-01-04,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,徳井,281026,兵庫県,神戸市灘区,徳井町５丁目,2018-02-02,06,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,徳井,281026,兵庫県,神戸市灘区,大和町４丁目,2018-10-03,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,徳井,281026,兵庫県,神戸市灘区,弓木町５丁目,2018-03-22,19,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,灘,徳井,281026,兵庫県,神戸市灘区,弓木町５丁目,2018-10-25,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,徳井,281026,兵庫県,神戸市灘区,弓木町５丁目,2018-12-02,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,篠原北町,281026,兵庫県,神戸市灘区,篠原台,2018-03-22,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,篠原北町,281026,兵庫県,神戸市灘区,篠原本町２丁目,2018-09-29,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,篠原北町,281026,兵庫県,神戸市灘区,篠原本町２丁目,2018-10-12,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,篠原北町,281026,兵庫県,神戸市灘区,水道筋３丁目,2018-06-02,11,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,灘,八幡,281026,兵庫県,神戸市灘区,楠丘町１丁目,2018-10-11,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,八幡,281026,兵庫県,神戸市灘区,楠丘町６丁目,2018-08-06,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,八幡,281026,兵庫県,神戸市灘区,曾和町１丁目,2018-03-15,09,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,八幡,281026,兵庫県,神戸市灘区,永手町１丁目,2018-07-17,19,道路上,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,灘,八幡,281026,兵庫県,神戸市灘区,森後町３丁目,2018-03-04,18,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,八幡,281026,兵庫県,神戸市灘区,八幡町２丁目,2018-11-21,15,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,八幡,281026,兵庫県,神戸市灘区,八幡町３丁目,2018-02-09,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,八幡,281026,兵庫県,神戸市灘区,六甲台町,2016-03-31,13,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,六甲,281026,兵庫県,神戸市灘区,篠原中町１丁目,2018-11-17,10,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,六甲,281026,兵庫県,神戸市灘区,篠原南町２丁目,2018-12-18,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,六甲,281026,兵庫県,神戸市灘区,篠原南町３丁目,2013-03-13,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,六甲,281026,兵庫県,神戸市灘区,篠原南町３丁目,2013-03-20,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,灘,水道筋,281026,兵庫県,神戸市灘区,大内通４丁目,2018-02-05,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,水道筋,281026,兵庫県,神戸市灘区,大内通４丁目,2018-11-13,06,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,水道筋,281026,兵庫県,神戸市灘区,倉石通５丁目,2018-02-22,12,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,灘,水道筋,281026,兵庫県,神戸市灘区,篠原南町５丁目,2018-12-13,01,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,水道筋,281026,兵庫県,神戸市灘区,水道筋６丁目,2018-01-19,07,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,水道筋,281026,兵庫県,神戸市灘区,中原通３丁目,2018-11-12,13,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,水道筋,281026,兵庫県,神戸市灘区,中原通４丁目,2018-09-21,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,水道筋,281026,兵庫県,神戸市灘区,中原通５丁目,2018-03-28,15,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,灘,水道筋,281026,兵庫県,神戸市灘区,都通５丁目,2018-07-14,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,赤坂,281026,兵庫県,神戸市灘区,赤坂通１丁目,2017-12-15,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,王子公園,281026,兵庫県,神戸市灘区,大内通６丁目,2018-11-30,13,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,王子公園,281026,兵庫県,神戸市灘区,城内通１丁目,2018-02-02,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,王子公園,281026,兵庫県,神戸市灘区,城内通２丁目,2018-02-07,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,王子公園,281026,兵庫県,神戸市灘区,城内通４丁目,2018-08-07,23,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,桜口,281026,兵庫県,神戸市灘区,桜口町１丁目,2017-12-31,13,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,桜口,281026,兵庫県,神戸市灘区,桜口町２丁目,2017-08-10,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,桜口,281026,兵庫県,神戸市灘区,鹿ノ下通１丁目,2017-06-29,16,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,桜口,281026,兵庫県,神戸市灘区,新在家北町２丁目,2018-05-07,14,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,灘,桜口,281026,兵庫県,神戸市灘区,新在家南町１丁目,2017-11-10,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,桜口,281026,兵庫県,神戸市灘区,友田町５丁目,2018-04-27,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,灘,桜口,281026,兵庫県,神戸市灘区,浜田町３丁目,2013-03-01,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,桜口,281026,兵庫県,神戸市灘区,浜田町３丁目,2018-01-05,22,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,桜口,281026,兵庫県,神戸市灘区,備後町２丁目,2018-08-03,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,桜口,281026,兵庫県,神戸市灘区,深田町１丁目,2018-01-09,19,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,灘,桜口,281026,兵庫県,神戸市灘区,深田町１丁目,2018-02-25,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,桜口,281026,兵庫県,神戸市灘区,深田町３丁目,2018-07-17,08,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,琵琶町,281026,兵庫県,神戸市灘区,烏帽子町３丁目,2018-01-10,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,大石,281026,兵庫県,神戸市灘区,大石南町１丁目,2018-12-18,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,大石,281026,兵庫県,神戸市灘区,大石南町２丁目,2018-09-04,14,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,灘,西灘,281026,兵庫県,神戸市灘区,岩屋北町２丁目,2018-12-16,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,灘,西灘,281026,兵庫県,神戸市灘区,岩屋中町２丁目,2017-12-24,21,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,灘,西灘,281026,兵庫県,神戸市灘区,岩屋中町２丁目,2018-10-05,23,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,灘,西灘,281026,兵庫県,神戸市灘区,岩屋中町３丁目,2018-01-24,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,西灘,281026,兵庫県,神戸市灘区,岩屋中町３丁目,2018-12-08,13,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,西灘,281026,兵庫県,神戸市灘区,船寺通４丁目,2018-09-15,16,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,西灘,281026,兵庫県,神戸市灘区,船寺通４丁目,2018-10-13,06,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,西灘,281026,兵庫県,神戸市灘区,船寺通５丁目,2016-10-01,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,西灘,281026,兵庫県,神戸市灘区,都通５丁目,2014-11-01,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,灘,鶴甲,281026,兵庫県,神戸市灘区,鶴甲１丁目,2018-07-11,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,鶴甲,281026,兵庫県,神戸市灘区,鶴甲１丁目,2018-07-13,16,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,鶴甲,281026,兵庫県,神戸市灘区,鶴甲１丁目,2018-11-24,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,鶴甲,281026,兵庫県,神戸市灘区,鶴甲３丁目,2018-08-16,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,鶴甲,281026,兵庫県,神戸市灘区,森後町３丁目,2018-12-01,16,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,鶴甲,281026,兵庫県,神戸市灘区,六甲台町,2017-05-10,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,灘,ＨＡＴ神戸灘の浜,281026,兵庫県,神戸市灘区,摩耶海岸通２丁目,2018-03-18,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,宮本,281107,兵庫県,神戸市中央区,国香通２丁目,2018-01-19,21,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,宮本,281107,兵庫県,神戸市中央区,大日通１丁目,2018-02-06,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,宮本,281107,兵庫県,神戸市中央区,大日通１丁目,2018-07-20,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,宮本,281107,兵庫県,神戸市中央区,宮本通６丁目,2017-03-15,13,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,中尾前,281107,兵庫県,神戸市中央区,籠池通４丁目,2018-11-30,05,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,中尾前,281107,兵庫県,神戸市中央区,野崎通３丁目,2018-10-12,22,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,熊内,281107,兵庫県,神戸市中央区,神若通５丁目,2018-11-12,14,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,熊内,281107,兵庫県,神戸市中央区,神若通６丁目,2017-10-15,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,熊内,281107,兵庫県,神戸市中央区,若菜通６丁目,2018-03-01,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,割塚,281107,兵庫県,神戸市中央区,雲井通１丁目,2016-09-10,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,割塚,281107,兵庫県,神戸市中央区,東雲通３丁目,2017-02-10,不明,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,割塚,281107,兵庫県,神戸市中央区,東雲通３丁目,2018-09-04,00,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葺合,割塚,281107,兵庫県,神戸市中央区,東雲通５丁目,2018-09-21,10,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,割塚,281107,兵庫県,神戸市中央区,筒井町１丁目,2018-11-02,15,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葺合,割塚,281107,兵庫県,神戸市中央区,日暮通１丁目,2017-08-01,不明,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,割塚,281107,兵庫県,神戸市中央区,八雲通２丁目,2018-04-08,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,割塚,281107,兵庫県,神戸市中央区,八雲通５丁目,2018-11-16,07,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,割塚,281107,兵庫県,神戸市中央区,八雲通６丁目,2018-07-10,15,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葺合,割塚,281107,兵庫県,神戸市中央区,割塚通２丁目,2018-05-28,18,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,割塚,281107,兵庫県,神戸市中央区,割塚通６丁目,2018-04-06,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葺合,ＨＡＴ神戸,281107,兵庫県,神戸市中央区,脇浜町１丁目,2017-09-01,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,二宮,281107,兵庫県,神戸市中央区,生田町２丁目,2018-11-07,00,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葺合,二宮,281107,兵庫県,神戸市中央区,生田町３丁目,2018-10-08,22,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,二宮,281107,兵庫県,神戸市中央区,琴ノ緒町２丁目,2018-01-19,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葺合,二宮,281107,兵庫県,神戸市中央区,琴ノ緒町４丁目,2018-07-14,17,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,二宮,281107,兵庫県,神戸市中央区,二宮町１丁目,2018-01-03,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,二宮,281107,兵庫県,神戸市中央区,二宮町１丁目,2018-06-30,07,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,二宮,281107,兵庫県,神戸市中央区,布引町３丁目,2018-10-06,05,道路上,キーなし,なし,原動機付自転車（50cc以下）
