罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,現金被害の有無
窃盗,自動販売機ねらい,尼崎東,常光寺,282022,兵庫県,尼崎市,常光寺３丁目,2019-08-09,13,その他,あり
窃盗,自動販売機ねらい,尼崎東,尼崎駅前,282022,兵庫県,尼崎市,長洲中通１丁目,2019-09-25,17,その他,あり
窃盗,自動販売機ねらい,尼崎東,尼崎駅前,282022,兵庫県,尼崎市,長洲中通１丁目,2019-11-05,17,その他,あり
窃盗,自動販売機ねらい,尼崎東,尼崎駅前,282022,兵庫県,尼崎市,長洲本通１丁目,2019-05-24,16,道路上,あり
窃盗,自動販売機ねらい,尼崎東,尼崎駅前,282022,兵庫県,尼崎市,長洲本通１丁目,2019-05-31,13,道路上,あり
窃盗,自動販売機ねらい,尼崎東,尼崎駅前,282022,兵庫県,尼崎市,長洲本通１丁目,2019-11-21,13,その他,あり
窃盗,自動販売機ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,次屋１丁目,2019-03-29,09,駐車（輪）場,なし
窃盗,自動販売機ねらい,尼崎東,神崎,282022,兵庫県,尼崎市,額田町,2019-05-28,12,道路上,あり
窃盗,自動販売機ねらい,尼崎東,下坂部,282022,兵庫県,尼崎市,久々知１丁目,2019-05-10,15,その他,なし
窃盗,自動販売機ねらい,尼崎東,下坂部,282022,兵庫県,尼崎市,久々知３丁目,2018-12-24,12,道路上,あり
窃盗,自動販売機ねらい,尼崎東,下坂部,282022,兵庫県,尼崎市,久々知３丁目,2019-02-08,08,道路上,あり
窃盗,自動販売機ねらい,尼崎東,下坂部,282022,兵庫県,尼崎市,久々知３丁目,2019-09-10,10,道路上,あり
窃盗,自動販売機ねらい,尼崎東,下坂部,282022,兵庫県,尼崎市,潮江４丁目,2019-01-01,03,駐車（輪）場,あり
窃盗,自動販売機ねらい,尼崎東,下坂部,282022,兵庫県,尼崎市,下坂部１丁目,2019-06-01,08,その他,あり
窃盗,自動販売機ねらい,尼崎東,下坂部,282022,兵庫県,尼崎市,名神町３丁目,2018-12-30,16,道路上,あり
窃盗,自動販売機ねらい,尼崎東,西長洲,282022,兵庫県,尼崎市,西長洲町１丁目,2019-10-03,11,駐車（輪）場,あり
窃盗,自動販売機ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,小中島１丁目,2019-02-06,08,その他,あり
窃盗,自動販売機ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,東塚口町１丁目,2019-01-26,21,その他,なし
窃盗,自動販売機ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,東塚口町１丁目,2019-02-28,15,その他,あり
窃盗,自動販売機ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,東塚口町１丁目,2019-08-31,15,その他,あり
窃盗,自動販売機ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,東塚口町２丁目,2018-12-25,06,その他,あり
窃盗,自動販売機ねらい,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町５丁目,2019-02-12,09,道路上,あり
窃盗,自動販売機ねらい,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町５丁目,2019-12-22,00,その他,あり
窃盗,自動販売機ねらい,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町９丁目,2018-12-30,09,駐車（輪）場,あり
窃盗,自動販売機ねらい,尼崎東,競馬場前,282022,兵庫県,尼崎市,田能６丁目,2019-07-25,11,その他,あり
窃盗,自動販売機ねらい,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町３丁目,2019-01-24,10,その他,あり
窃盗,自動販売機ねらい,尼崎北,塚口東,282022,兵庫県,尼崎市,塚口本町４丁目,2019-04-11,22,道路上,あり
窃盗,自動販売機ねらい,尼崎北,塚口東,282022,兵庫県,尼崎市,塚口本町６丁目,2019-05-03,20,その他,あり
窃盗,自動販売機ねらい,尼崎北,塚口東,282022,兵庫県,尼崎市,塚口本町６丁目,2019-05-11,01,駐車（輪）場,あり
窃盗,自動販売機ねらい,尼崎北,生島,282022,兵庫県,尼崎市,南塚口町７丁目,2019-03-02,11,駐車（輪）場,あり
窃盗,自動販売機ねらい,尼崎北,生島,282022,兵庫県,尼崎市,南塚口町７丁目,2019-03-21,12,駐車（輪）場,あり
窃盗,自動販売機ねらい,尼崎北,武庫之荘,282022,兵庫県,尼崎市,南武庫之荘１丁目,2019-11-01,12,駐車（輪）場,なし
窃盗,自動販売機ねらい,尼崎北,武庫之荘,282022,兵庫県,尼崎市,武庫之荘西２丁目,2019-04-27,17,その他,あり
窃盗,自動販売機ねらい,尼崎北,武庫之荘,282022,兵庫県,尼崎市,武庫之荘西２丁目,2019-08-28,12,その他,あり
窃盗,自動販売機ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘６丁目,2019-08-31,16,その他,あり
窃盗,自動販売機ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘７丁目,2019-04-25,11,駐車（輪）場,あり
窃盗,自動販売機ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘１２丁目,2019-05-02,14,駐車（輪）場,あり
窃盗,自動販売機ねらい,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫町３丁目,2019-05-21,06,その他,あり
窃盗,自動販売機ねらい,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫元町２丁目,2019-08-19,18,その他,なし
窃盗,自動販売機ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,立花町１丁目,2019-07-07,01,道路上,あり
窃盗,自動販売機ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,南武庫之荘２丁目,2019-01-05,13,駐車（輪）場,なし
窃盗,自動販売機ねらい,伊丹,阪急駅前,282073,兵庫県,伊丹市,行基町１丁目,2019-12-26,11,その他,あり
窃盗,自動販売機ねらい,伊丹,阪急駅前,282073,兵庫県,伊丹市,桜ケ丘１丁目,2019-11-08,01,その他,あり
窃盗,自動販売機ねらい,伊丹,阪急駅前,282073,兵庫県,伊丹市,中央１丁目,2019-09-12,19,その他,なし
窃盗,自動販売機ねらい,伊丹,阪急駅前,282073,兵庫県,伊丹市,昆陽東１丁目,2019-03-18,19,その他,なし
窃盗,自動販売機ねらい,伊丹,南本町,282073,兵庫県,伊丹市,南本町１丁目,2019-05-07,13,駐車（輪）場,あり
窃盗,自動販売機ねらい,伊丹,稲野,282073,兵庫県,伊丹市,若菱町５丁目,2019-01-15,10,その他,あり
窃盗,自動販売機ねらい,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹１丁目,2019-11-05,08,駐車（輪）場,なし
窃盗,自動販売機ねらい,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹１丁目,2019-11-07,17,駐車（輪）場,なし
窃盗,自動販売機ねらい,伊丹,神津,282073,兵庫県,伊丹市,森本１丁目,2019-05-02,07,その他,あり
窃盗,自動販売機ねらい,伊丹,神津,282073,兵庫県,伊丹市,森本１丁目,2019-10-27,14,道路上,あり
窃盗,自動販売機ねらい,伊丹,神津,282073,兵庫県,伊丹市,森本５丁目,2019-01-17,21,その他,あり
窃盗,自動販売機ねらい,伊丹,神津,282073,兵庫県,伊丹市,森本９丁目,2019-11-06,13,その他,あり
窃盗,自動販売機ねらい,伊丹,北村,282073,兵庫県,伊丹市,北伊丹２丁目,2018-12-26,08,駐車（輪）場,あり
窃盗,自動販売機ねらい,伊丹,北村,282073,兵庫県,伊丹市,北伊丹４丁目,2018-12-28,07,その他,あり
窃盗,自動販売機ねらい,伊丹,北村,282073,兵庫県,伊丹市,北伊丹８丁目,2018-12-25,00,駐車（輪）場,あり
窃盗,自動販売機ねらい,伊丹,北村,282073,兵庫県,伊丹市,北伊丹８丁目,2019-01-06,12,その他,あり
窃盗,自動販売機ねらい,伊丹,北村,282073,兵庫県,伊丹市,北河原１丁目,2019-11-24,01,その他,あり
窃盗,自動販売機ねらい,伊丹,緑ヶ丘,282073,兵庫県,伊丹市,瑞ケ丘１丁目,2019-03-07,13,駐車（輪）場,あり
窃盗,自動販売機ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻１丁目,2019-11-14,05,その他,あり
窃盗,自動販売機ねらい,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,寺本２丁目,2019-03-19,11,道路上,あり
窃盗,自動販売機ねらい,伊丹,中野,282073,兵庫県,伊丹市,中野西１丁目,2019-01-20,18,駐車（輪）場,あり
窃盗,自動販売機ねらい,伊丹,中野,282073,兵庫県,伊丹市,中野西１丁目,2019-10-30,10,駐車（輪）場,なし
窃盗,自動販売機ねらい,伊丹,中野,282073,兵庫県,伊丹市,中野西１丁目,2019-11-07,11,その他,あり
窃盗,自動販売機ねらい,伊丹,中野,282073,兵庫県,伊丹市,中野東１丁目,2019-11-10,10,駐車（輪）場,なし
窃盗,自動販売機ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,荻野３丁目,2019-03-06,12,その他,あり
窃盗,自動販売機ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,鴻池１丁目,2019-03-16,15,その他,あり
窃盗,自動販売機ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,鴻池５丁目,2019-03-06,22,その他,あり
窃盗,自動販売機ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,鴻池５丁目,2019-03-24,17,道路上,あり
窃盗,自動販売機ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,鴻池６丁目,2019-03-22,20,その他,あり
窃盗,自動販売機ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,荒牧南３丁目,2019-03-06,17,その他,あり
窃盗,自動販売機ねらい,伊丹,荒牧,282073,兵庫県,伊丹市,荒牧南３丁目,2019-11-07,18,その他,なし
窃盗,自動販売機ねらい,川西,久代,282171,兵庫県,川西市,久代１丁目,2019-12-02,10,その他,あり
窃盗,自動販売機ねらい,川西,久代,282171,兵庫県,川西市,久代２丁目,2019-09-06,17,駐車（輪）場,あり
窃盗,自動販売機ねらい,川西,久代,282171,兵庫県,川西市,久代２丁目,2019-10-11,11,その他,あり
窃盗,自動販売機ねらい,川西,久代,282171,兵庫県,川西市,久代２丁目,2019-11-15,11,その他,あり
窃盗,自動販売機ねらい,川西,山下,282171,兵庫県,川西市,国崎字高畠,2018-12-26,09,道路上,あり
窃盗,自動販売機ねらい,川西,山下,282171,兵庫県,川西市,国崎字知明,2019-06-10,09,その他,あり
窃盗,自動販売機ねらい,川西,山下,282171,兵庫県,川西市,緑台２丁目,2018-12-31,15,その他,あり
窃盗,自動販売機ねらい,川西,猪名川パークタウン,283011,兵庫県,猪名川町,紫合字北裏,2019-12-12,07,道路上,なし
窃盗,自動販売機ねらい,川西,加茂,282171,兵庫県,川西市,加茂１丁目,2019-09-06,01,駐車（輪）場,あり
窃盗,自動販売機ねらい,川西,加茂,282171,兵庫県,川西市,栄根２丁目,2019-06-16,22,駐車（輪）場,あり
窃盗,自動販売機ねらい,宝塚,宝塚南口,282146,兵庫県,宝塚市,南口１丁目,2019-01-16,13,駐車（輪）場,あり
窃盗,自動販売機ねらい,宝塚,宝塚駅前,282146,兵庫県,宝塚市,栄町１丁目,2019-10-22,22,その他,あり
窃盗,自動販売機ねらい,宝塚,宝塚駅前,282146,兵庫県,宝塚市,栄町１丁目,2019-10-31,23,その他,あり
窃盗,自動販売機ねらい,宝塚,武庫川,282146,兵庫県,宝塚市,光明町,2019-11-14,02,その他,あり
窃盗,自動販売機ねらい,宝塚,小浜,282146,兵庫県,宝塚市,泉町,2019-01-16,15,駐車（輪）場,あり
窃盗,自動販売機ねらい,宝塚,小浜,282146,兵庫県,宝塚市,向月町,2019-03-06,13,道路上,あり
窃盗,自動販売機ねらい,宝塚,小浜,282146,兵庫県,宝塚市,米谷１丁目,2019-10-28,03,その他,あり
窃盗,自動販売機ねらい,宝塚,安倉,282146,兵庫県,宝塚市,小浜２丁目,2019-02-07,15,その他,あり
窃盗,自動販売機ねらい,宝塚,安倉,282146,兵庫県,宝塚市,弥生町,2019-11-09,05,駐車（輪）場,なし
窃盗,自動販売機ねらい,宝塚,山本,282146,兵庫県,宝塚市,山本東２丁目,2019-06-15,11,道路上,あり
窃盗,自動販売機ねらい,宝塚,山本,282146,兵庫県,宝塚市,山手台西３丁目,2019-09-27,13,その他,あり
窃盗,自動販売機ねらい,宝塚,小林,282146,兵庫県,宝塚市,小林５丁目,2019-09-22,08,その他,あり
窃盗,自動販売機ねらい,宝塚,小林,282146,兵庫県,宝塚市,小林５丁目,2019-10-25,21,駐車（輪）場,なし
窃盗,自動販売機ねらい,宝塚,小林,282146,兵庫県,宝塚市,小林５丁目,2019-11-02,04,駐車（輪）場,あり
窃盗,自動販売機ねらい,宝塚,仁川,282146,兵庫県,宝塚市,高司１丁目,2019-10-25,11,その他,なし
窃盗,自動販売機ねらい,宝塚,仁川,282146,兵庫県,宝塚市,高司１丁目,2019-11-01,11,その他,なし
窃盗,自動販売機ねらい,宝塚,仁川,282146,兵庫県,宝塚市,中野町,2019-02-05,02,駐車（輪）場,なし
窃盗,自動販売機ねらい,明石,明石駅前,282031,兵庫県,明石市,大明石町１丁目,2019-04-23,09,駐車（輪）場,あり
窃盗,自動販売機ねらい,明石,本町,282031,兵庫県,明石市,樽屋町,2019-04-22,09,駐車（輪）場,あり
窃盗,自動販売機ねらい,明石,本町,282031,兵庫県,明石市,樽屋町,2019-05-06,09,駐車（輪）場,あり
窃盗,自動販売機ねらい,明石,大蔵,282031,兵庫県,明石市,大蔵町,2019-04-19,18,その他,あり
窃盗,自動販売機ねらい,明石,大蔵,282031,兵庫県,明石市,大蔵町,2019-08-06,18,その他,あり
窃盗,自動販売機ねらい,明石,大蔵,282031,兵庫県,明石市,大蔵海岸通２丁目,2019-01-24,18,その他,なし
窃盗,自動販売機ねらい,明石,西新町,282031,兵庫県,明石市,田町１丁目,2019-11-16,19,その他,あり
窃盗,自動販売機ねらい,明石,西新町,282031,兵庫県,明石市,西新町３丁目,2019-10-16,13,その他,あり
窃盗,自動販売機ねらい,明石,林崎,282031,兵庫県,明石市,林３丁目,2019-01-23,15,その他,なし
窃盗,自動販売機ねらい,明石,小久保,282031,兵庫県,明石市,小久保２丁目,2019-10-16,19,その他,あり
窃盗,自動販売機ねらい,明石,小久保,282031,兵庫県,明石市,松の内１丁目,2019-04-22,10,駐車（輪）場,あり
窃盗,自動販売機ねらい,明石,小久保,282031,兵庫県,明石市,松の内１丁目,2019-05-06,09,駐車（輪）場,あり
窃盗,自動販売機ねらい,明石,大久保,282031,兵庫県,明石市,大久保町松陰,2019-01-24,17,その他,なし
窃盗,自動販売機ねらい,明石,大久保,282031,兵庫県,明石市,大久保町松陰,2019-01-24,20,道路上,あり
窃盗,自動販売機ねらい,明石,江井島,282031,兵庫県,明石市,大久保町江井島,2019-01-24,13,その他,なし
窃盗,自動販売機ねらい,明石,江井島,282031,兵庫県,明石市,大久保町江井島,2019-08-22,08,その他,なし
窃盗,自動販売機ねらい,明石,魚住,282031,兵庫県,明石市,魚住町金ケ崎,2019-01-21,13,その他,なし
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町西二見,2019-06-24,18,その他,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2019-01-05,17,その他,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2019-01-16,14,道路上,なし
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2019-01-23,14,道路上,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2019-01-23,15,道路上,なし
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2019-01-24,12,道路上,なし
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2019-05-18,18,その他,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2019-12-03,11,その他,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2019-12-07,13,その他,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町南二見,2019-12-14,17,その他,なし
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町西二見駅前４丁目,2019-07-23,19,その他,あり
窃盗,自動販売機ねらい,明石,東二見,282031,兵庫県,明石市,二見町西二見駅前４丁目,2019-07-29,21,その他,あり
窃盗,自動販売機ねらい,明石,西二見,282031,兵庫県,明石市,二見町西二見,2019-05-25,17,道路上,あり
窃盗,自動販売機ねらい,三木,本町,282154,兵庫県,三木市,福井,2019-01-21,08,その他,あり
窃盗,自動販売機ねらい,三木,別所,282154,兵庫県,三木市,別所町下石野,2019-11-18,11,駐車（輪）場,あり
窃盗,自動販売機ねらい,三木,細川,282154,兵庫県,三木市,細川町金屋,2019-11-19,07,道路上,なし
窃盗,自動販売機ねらい,三木,御坂,282154,兵庫県,三木市,志染町三津田,2018-12-22,11,その他,あり
窃盗,自動販売機ねらい,三木,御坂,282154,兵庫県,三木市,志染町三津田,2019-02-25,11,その他,あり
窃盗,自動販売機ねらい,三木,御坂,282154,兵庫県,三木市,志染町三津田,2019-03-02,11,その他,あり
窃盗,自動販売機ねらい,三木,御坂,282154,兵庫県,三木市,志染町三津田,2019-05-20,11,その他,あり
窃盗,自動販売機ねらい,三木,吉川,282154,兵庫県,三木市,吉川町上松,2019-11-20,18,その他,あり
窃盗,自動販売機ねらい,加西,網引,282201,兵庫県,加西市,網引町,2019-05-03,18,その他,あり
窃盗,自動販売機ねらい,加古川,東加古川,282103,兵庫県,加古川市,平岡町新在家２丁目,2019-05-05,21,駐車（輪）場,あり
窃盗,自動販売機ねらい,加古川,土山,282103,兵庫県,加古川市,平岡町高畑,2019-08-17,17,その他,あり
窃盗,自動販売機ねらい,加古川,本荘,283827,兵庫県,播磨町,古宮,2019-08-10,18,その他,あり
窃盗,自動販売機ねらい,加古川,本荘,283827,兵庫県,播磨町,古宮,2019-09-17,14,その他,あり
窃盗,自動販売機ねらい,加古川,稲美,283819,兵庫県,稲美町,岡,2019-01-02,15,その他,あり
窃盗,自動販売機ねらい,加古川,稲美,283819,兵庫県,稲美町,岡,2019-01-23,12,駐車（輪）場,あり
窃盗,自動販売機ねらい,加古川,稲美,283819,兵庫県,稲美町,岡,2019-02-25,15,駐車（輪）場,あり
窃盗,自動販売機ねらい,加古川,稲美,283819,兵庫県,稲美町,加古,2019-04-13,14,その他,あり
窃盗,自動販売機ねらい,加古川,稲美,283819,兵庫県,稲美町,中村,2019-11-23,18,その他,あり
窃盗,自動販売機ねらい,加古川,稲美,283819,兵庫県,稲美町,六分一,2019-03-16,10,道路上,あり
窃盗,自動販売機ねらい,加古川,両荘,282103,兵庫県,加古川市,上荘町見土呂,2019-02-06,18,その他,あり
窃盗,自動販売機ねらい,加古川,両荘,282103,兵庫県,加古川市,平荘町池尻,2019-11-19,09,その他,あり
窃盗,自動販売機ねらい,加古川,両荘,282103,兵庫県,加古川市,平荘町上原,2019-10-10,12,その他,あり
窃盗,自動販売機ねらい,加古川,両荘,282103,兵庫県,加古川市,平荘町上原,2019-11-30,17,その他,あり
窃盗,自動販売機ねらい,加古川,神吉,282103,兵庫県,加古川市,東神吉町天下原,2019-09-23,22,道路上,なし
窃盗,自動販売機ねらい,加古川,神吉,282103,兵庫県,加古川市,東神吉町西井ノ口,2019-03-21,15,その他,あり
窃盗,自動販売機ねらい,加古川,神吉,282103,兵庫県,加古川市,西神吉町鼎,2019-07-13,16,道路上,あり
窃盗,自動販売機ねらい,加古川,野添,283827,兵庫県,播磨町,上野添２丁目,2019-11-07,15,駐車（輪）場,なし
窃盗,自動販売機ねらい,高砂,荒井,282162,兵庫県,高砂市,荒井町千鳥３丁目,2019-07-25,21,その他,あり
窃盗,自動販売機ねらい,高砂,荒井,282162,兵庫県,高砂市,荒井町千鳥３丁目,2019-08-26,21,その他,あり
窃盗,自動販売機ねらい,高砂,米田,282162,兵庫県,高砂市,米田町島,2019-09-06,08,道路上,あり
窃盗,自動販売機ねらい,姫路,大手前,282014,兵庫県,姫路市,本町,2019-12-20,11,道路上,あり
窃盗,自動販売機ねらい,姫路,姫路駅前,282014,兵庫県,姫路市,神屋町,2019-04-17,15,その他,あり
窃盗,自動販売機ねらい,姫路,姫路駅前,282014,兵庫県,姫路市,神屋町,2019-08-08,09,その他,あり
窃盗,自動販売機ねらい,姫路,姫路駅前,282014,兵庫県,姫路市,神屋町,2019-08-12,11,その他,あり
窃盗,自動販売機ねらい,姫路,姫路駅前,282014,兵庫県,姫路市,神屋町,2019-09-18,21,その他,あり
窃盗,自動販売機ねらい,姫路,姫路駅前,282014,兵庫県,姫路市,神屋町,2019-11-08,13,その他,あり
窃盗,自動販売機ねらい,姫路,姫路駅前,282014,兵庫県,姫路市,神屋町,2019-11-15,10,その他,なし
窃盗,自動販売機ねらい,姫路,姫路駅前,282014,兵庫県,姫路市,神屋町,2019-11-22,10,その他,なし
窃盗,自動販売機ねらい,姫路,姫路駅前,282014,兵庫県,姫路市,神屋町,2019-11-22,12,その他,あり
窃盗,自動販売機ねらい,姫路,姫路駅前,282014,兵庫県,姫路市,神屋町,2019-11-26,14,その他,あり
窃盗,自動販売機ねらい,姫路,姫路駅前,282014,兵庫県,姫路市,神屋町６丁目,2019-09-01,00,駐車（輪）場,あり
窃盗,自動販売機ねらい,姫路,京口,282014,兵庫県,姫路市,京口町,2019-07-15,00,道路上,あり
窃盗,自動販売機ねらい,姫路,京口,282014,兵庫県,姫路市,城東町京口台,2019-03-26,08,駐車（輪）場,あり
窃盗,自動販売機ねらい,姫路,京口,282014,兵庫県,姫路市,城東町中河原,2019-03-18,15,道路上,あり
窃盗,自動販売機ねらい,姫路,京口,282014,兵庫県,姫路市,城東町中河原,2019-04-01,15,道路上,あり
窃盗,自動販売機ねらい,姫路,京口,282014,兵庫県,姫路市,城東町中河原,2019-04-15,15,道路上,あり
窃盗,自動販売機ねらい,姫路,天神前,282014,兵庫県,姫路市,城見町,2019-07-29,10,その他,あり
窃盗,自動販売機ねらい,姫路,野里,282014,兵庫県,姫路市,白国１丁目,2019-07-28,11,その他,あり
窃盗,自動販売機ねらい,姫路,野里駅前,282014,兵庫県,姫路市,白国５丁目,2019-10-07,12,駐車（輪）場,あり
窃盗,自動販売機ねらい,姫路,野里駅前,282014,兵庫県,姫路市,野里,2019-03-25,10,その他,あり
窃盗,自動販売機ねらい,姫路,野里駅前,282014,兵庫県,姫路市,野里,2019-09-28,19,その他,あり
窃盗,自動販売機ねらい,姫路,野里駅前,282014,兵庫県,姫路市,保城,2019-09-28,09,駐車（輪）場,あり
窃盗,自動販売機ねらい,姫路,岡町,282014,兵庫県,姫路市,龍野町１丁目,2019-04-01,00,道路上,あり
窃盗,自動販売機ねらい,姫路,花田,282014,兵庫県,姫路市,花田町小川,2019-03-29,10,その他,あり
窃盗,自動販売機ねらい,姫路,花田,282014,兵庫県,姫路市,花田町加納原田,2019-10-02,13,その他,あり
窃盗,自動販売機ねらい,姫路,豊国,282014,兵庫県,姫路市,飾東町佐良和,2019-03-14,10,その他,あり
窃盗,自動販売機ねらい,姫路,豊国,282014,兵庫県,姫路市,豊富町甲丘４丁目,2019-04-04,08,その他,あり
窃盗,自動販売機ねらい,姫路,船津,282014,兵庫県,姫路市,船津町,2019-03-22,19,その他,なし
窃盗,自動販売機ねらい,姫路,船津,282014,兵庫県,姫路市,船津町,2019-05-17,16,道路上,あり
窃盗,自動販売機ねらい,姫路,船津,282014,兵庫県,姫路市,船津町,2019-07-16,08,その他,あり
窃盗,自動販売機ねらい,姫路,飾西,282014,兵庫県,姫路市,実法寺,2019-05-10,12,道路上,あり
窃盗,自動販売機ねらい,姫路,田寺,282014,兵庫県,姫路市,田寺１丁目,2019-10-03,14,駐車（輪）場,あり
窃盗,自動販売機ねらい,姫路,書写,282014,兵庫県,姫路市,書写,2019-07-03,15,道路上,あり
窃盗,自動販売機ねらい,姫路,書写,282014,兵庫県,姫路市,書写,2019-07-25,12,道路上,あり
窃盗,自動販売機ねらい,姫路,書写,282014,兵庫県,姫路市,書写,2019-09-18,18,道路上,あり
窃盗,自動販売機ねらい,姫路,塚本,282014,兵庫県,姫路市,夢前町護持,2019-04-01,00,その他,あり
窃盗,自動販売機ねらい,姫路,置本,282014,兵庫県,姫路市,夢前町宮置,2019-07-15,10,駐車（輪）場,あり
窃盗,自動販売機ねらい,姫路,置本,282014,兵庫県,姫路市,夢前町宮置,2019-07-22,10,駐車（輪）場,あり
窃盗,自動販売機ねらい,姫路,香寺,282014,兵庫県,姫路市,香寺町香呂,2019-05-01,00,道路上,あり
窃盗,自動販売機ねらい,姫路,香寺,282014,兵庫県,姫路市,香寺町田野,2019-03-21,15,その他,あり
窃盗,自動販売機ねらい,姫路,香寺,282014,兵庫県,姫路市,香寺町田野,2019-09-28,09,その他,あり
窃盗,自動販売機ねらい,姫路,香寺,282014,兵庫県,姫路市,香寺町田野,2019-10-05,13,その他,あり
窃盗,自動販売機ねらい,姫路,香寺,282014,兵庫県,姫路市,香寺町行重,2019-04-01,15,その他,あり
窃盗,自動販売機ねらい,姫路,香寺,282014,兵庫県,姫路市,香寺町行重,2019-04-01,15,その他,あり
窃盗,自動販売機ねらい,姫路,香寺,282014,兵庫県,姫路市,香寺町行重,2019-04-05,14,道路上,なし
窃盗,自動販売機ねらい,姫路,末広,282014,兵庫県,姫路市,安富町末広,2019-07-12,14,その他,あり
窃盗,自動販売機ねらい,姫路,末広,282014,兵庫県,姫路市,安富町末広,2019-07-30,14,その他,あり
窃盗,自動販売機ねらい,飾磨,的形,282014,兵庫県,姫路市,木場,2019-11-09,09,その他,あり
窃盗,自動販売機ねらい,飾磨,東山,282014,兵庫県,姫路市,兼田,2019-11-09,20,その他,あり
窃盗,自動販売機ねらい,飾磨,白浜,282014,兵庫県,姫路市,白浜町,2019-05-01,00,道路上,なし
窃盗,自動販売機ねらい,飾磨,妻鹿,282014,兵庫県,姫路市,飾磨区妻鹿,2019-11-09,10,その他,あり
窃盗,自動販売機ねらい,飾磨,飾磨東,282014,兵庫県,姫路市,飾磨区上野田５丁目,2019-03-26,08,その他,あり
窃盗,自動販売機ねらい,飾磨,飾磨東,282014,兵庫県,姫路市,飾磨区中島,2019-09-25,12,その他,あり
窃盗,自動販売機ねらい,飾磨,思案橋,282014,兵庫県,姫路市,飾磨区今在家,2019-04-30,13,その他,あり
窃盗,自動販売機ねらい,飾磨,英賀保駅前,282014,兵庫県,姫路市,飾磨区英賀,2019-04-08,03,その他,あり
窃盗,自動販売機ねらい,飾磨,英賀保駅前,282014,兵庫県,姫路市,飾磨区英賀,2019-07-07,21,駐車（輪）場,あり
窃盗,自動販売機ねらい,飾磨,英賀保駅前,282014,兵庫県,姫路市,飾磨区英賀,2019-10-05,17,その他,あり
窃盗,自動販売機ねらい,飾磨,手柄,282014,兵庫県,姫路市,飯田,2019-08-19,14,その他,あり
窃盗,自動販売機ねらい,飾磨,手柄,282014,兵庫県,姫路市,安田４丁目,2019-01-25,21,その他,あり
窃盗,自動販売機ねらい,飾磨,今宿,282014,兵庫県,姫路市,北今宿２丁目,2019-04-01,00,駐車（輪）場,あり
窃盗,自動販売機ねらい,飾磨,今宿,282014,兵庫県,姫路市,西今宿８丁目,2019-04-16,08,駐車（輪）場,あり
窃盗,自動販売機ねらい,飾磨,今宿,282014,兵庫県,姫路市,東今宿４丁目,2019-04-01,00,道路上,あり
窃盗,自動販売機ねらい,飾磨,御国野,282014,兵庫県,姫路市,御国野町深志野,2019-03-29,11,道路上,あり
